"","outcome_id","learning_outcome","human_category","model_category","exact_match","Technique","model"
"215",64,"Analyse the natural resources required to support ecosystems, the human impact on these natural resources and ecosystems, and their sustainable management.","analyze","analyze","True","Few-shot","GPT-3.5"
"216",65,"understand the basic characteristics of financial accounting, auditing, and managerial accounting","understand","understand","True","Few-shot","GPT-3.5"
"217",66,"test for unit roots in univariate time series","analyze","analyze","True","Few-shot","GPT-3.5"
"218",67,"Evaluate the integral role of retrieval medicine within the broader health care system, identifying all of the factors to be considered when coordinating an aero medical retrieval;","evaluate","analyze","False","Few-shot","GPT-3.5"
"219",68,"Describe the properties of elementary functions by means of tables, graphs and mathematical expressions;","understand","analyze","False","Few-shot","GPT-3.5"
"220",69,"perform ultra-high resolution materials structure analysis using a combination of diffraction techniques","analyze","analyze","True","Few-shot","GPT-3.5"
"221",70,"Assess the quality of evidence derived from nursing and midwifery research literature.","evaluate","evaluate","True","Few-shot","GPT-3.5"
"222",71,"Discuss a range of behavioural, social and cultural, environmental and political determinants that create health and cause ill-health and inequalities;","understand","analyze","False","Few-shot","GPT-3.5"
"223",72,"Develop professional competence in written, verbal and graphic communication skills;","create","create","True","Few-shot","GPT-3.5"
"224",73,"Evaluate best sources of knowledge for practical information needs.","evaluate","evaluate","True","Few-shot","GPT-3.5"
"225",74,"Demonstrate advanced airway management skills including drug facilitated intubation.","apply","apply","True","Few-shot","GPT-3.5"
"226",75,"Debate and critically analyse the treatment of indigenous rights in Australia, Canada, New Zealand and United States;","analyze","evaluate","False","Few-shot","GPT-3.5"
"227",76,"Categorise major techniques and approaches to software verification: theorem proving, model checking and model-based testing;","create","analyze","False","Few-shot","GPT-3.5"
"228",77,"Use practical skills to computationally model astrophysical systems.","apply","apply","True","Few-shot","GPT-3.5"
"229",78,"Knowledge of the important components of experimental design","remember","understand","False","Few-shot","GPT-3.5"
"230",79,"Outline and analyse how the cardiovascular, respiratory, sensory and endocrine systems respond to exercise in normal and extreme environments;","analyze","analyze","True","Few-shot","GPT-3.5"
"231",80,"Peer review the work of other students and receive constructive feedback.","evaluate","evaluate","True","Few-shot","GPT-3.5"
"232",81,"demonstrate a nuanced understanding of the complex and multifaceted issues that influence educational policy-making and leadership across national and international dimensions such as gender, economics, politics, and culture","understand","analyze","False","Few-shot","GPT-3.5"
"233",82,"Have a thorough understanding of the methods, capabilities and applications of electron microscopy for the characterization of advanced materials.","understand","understand","True","Few-shot","GPT-3.5"
"234",83,"Locate, assess, and analyse historical evidence and debates;","analyze","analyze","True","Few-shot","GPT-3.5"
"235",84,"critically analyse moderation approaches for ethically maintaining and managing a safe digital community;","analyze","analyze","True","Few-shot","GPT-3.5"
"236",85,"Describe the historical and contemporary issues that influence Human Services practice","understand","understand","True","Few-shot","GPT-3.5"
"237",86,"Distinguish between employees and other kinds of workers and critically evaluate the implications of the distinction for workers and employers;","evaluate","evaluate","True","Few-shot","GPT-3.5"
"238",87,"Identify methods used for genetic diagnosis and screening of pre-implantation embryos","remember","analyze","False","Few-shot","GPT-3.5"
"239",88,"Explain changing delivery platforms for television and the ways contemporary television seeks new audiences;","understand","understand","True","Few-shot","GPT-3.5"
"240",89,"Implement strategies to empower consumers and carers, service providers and community leaders, to determine and set priorities for change, facilitate decision making and advocate service options through the sharing of resources in a mutual educational process.","apply","create","False","Few-shot","GPT-3.5"
"241",90,"Be able to critically reflect on their and others performance during the production process","analyze","evaluate","False","Few-shot","GPT-3.5"
"242",91,"compare and contrast perspectives within theoretical debates about the classification of certain actions as crime;","evaluate","analyze","False","Few-shot","GPT-3.5"
"243",92,"Reflect effectively on the making process and the value of trial and error","analyze","evaluate","False","Few-shot","GPT-3.5"
"244",93,"Generate and present respectful scholarship that is informed by Indigenous and non-Indigenous perspectives on racialised inequality within the criminal justice system.","create","create","True","Few-shot","GPT-3.5"
"245",94,"Research a story, conduct interviews and gather appropriate actuality material in the sound medium to produce an audio broadcast;","create","create","True","Few-shot","GPT-3.5"
"246",95,"Examine whether and how curriculum alignment meets stated aims of greater equity around learners' educational outcomes","analyze","evaluate","False","Few-shot","GPT-3.5"
"247",96,"Identify appropriate competencies for the practice domains that intersect with mental health, including legal and statutory responsibilities.","remember","understand","False","Few-shot","GPT-3.5"
"248",97,"identify the goals of behaviour analysis as a science (i.e., description, prediction, control)","remember","understand","False","Few-shot","GPT-3.5"
"249",98,"Describe different quantitative and quantitative research methods and methodologies, and critique research strategies relevant to occupational therapy practice.","evaluate","analyze","False","Few-shot","GPT-3.5"
"250",99,"Formulate and communicate strategies to provide safe and nutritious food in food service settings.","create","apply","False","Few-shot","GPT-3.5"
"251",100,"Knowledge of key concepts and perspectives used in sociological analysis;","remember","understand","False","Few-shot","GPT-3.5"
